"id","keywords_SplitResultList"
22718,"4551,swamp"
39844,"293,female nudity"
39844,"2024,wisconsin"
39844,"2483,nudity"
39844,"5919,necrophilia"
39844,"9826,murder"
39844,"10183,independent film"
39844,"10292,gore"
39844,"10714,serial killer"
39844,"12193,reporter"
39844,"14809,dead mother"
39844,"14819,violence"
39844,"14895,cannibal"
39844,"33841,incest"
39844,"154846,farmer"
39844,"157701,psychotic"
39844,"206850,canuxploitation"
16914,"1956,world war ii"
16914,"9335,royal navy"
43011,"192001,sodom and gomorrah"
43011,"192002,biblical"
11315,"1794,yakuza"
11315,"4654,undercover agent"
11315,"8947,viertel"
11315,"13142,gangster"
11315,"15090,police officer"
11315,"160488,hoodlum"
35987,"5565,biography"
29146,"1706,experiment"
29146,"2161,mouse"
29146,"5981,intelligence test"
29146,"6257,genius"
36751,"3307,surreal"
36751,"177144,everyman"
36751,"189092,journey"
28758,"2768,atlantis"
28758,"7376,princess"
28758,"8011,greek"
28758,"14906,slave"
29592,"2679,artist"
29592,"4075,ear"
29592,"5565,biography"
29592,"6165,historical figure"
439,"293,female nudity"
439,"658,sea"
439,"725,lovesickness"
439,"813,sunrise"
439,"893,irony"
439,"918,newspaper"
439,"1003,photographer"
439,"1010,bar"
439,"1014,loss of lover"
439,"1333,desperation"
439,"1647,sadness"
439,"1759,night life"
439,"3737,dying and death"
439,"6059,unsociability"
439,"13001,cowardliness"
439,"162846,ghost"
823,"233,japan"
823,"321,terror"
823,"836,resistance"
823,"4174,little red riding hood"
823,"4175,brothers grimm"
823,"4565,dystopia"
823,"6080,state"
823,"6083,politician"
823,"12993,suicide mission"
823,"174375,resistance fighter"
823,"194451,social issues"
20289,"572,sex"
20289,"1556,texas"
20289,"2340,paranoia"
20289,"4967,assignment"
20289,"5340,investigation"
20289,"6782,addiction"
20289,"9673,love"
20289,"14604,theft"
20289,"14964,drug"
20289,"199029,dealer"
16905,"12988,pirate"
11417,"917,journalism"
11417,"1418,skyscraper"
11417,"3407,suffocation"
11417,"7147,todeskampf"
11548,"1603,extraterrestrial technology"
11548,"4862,alien life-form"
11548,"4939,alien phenomenons"
11548,"9831,spaceship"
38291,"[]"
41204,"1415,small town"
41204,"2504,world war i"
41204,"4344,musical"
41204,"5301,brother"
41204,"10235,family relationships"
41204,"11707,suitor"
41204,"156928,tomboy"
20532,"233,japan"
20532,"4178,courtesan"
20532,"4528,song"
20532,"4849,exile"
20532,"5149,banishment"
20532,"5744,governor"
20532,"10183,independent film"
20532,"13059,prostitution"
20532,"18454,compassion"
20532,"180483,decree"
20532,"180484,mercy"
2546,"90,paris"
2546,"108,transvestism"
2546,"1552,subway"
2546,"1761,metropolis"
2546,"4112,strike"
2546,"4674,sightseeing"
2546,"5768,urban life"
2546,"9253,slapstick"
42791,"6610,naval officer"
42791,"9156,d-day"
42791,"41329,mental illness"
42791,"181087,american in the uk"
22522,"392,england"
22522,"13084,king"
22522,"190285,henry viii"
40478,"6038,marriage"
40478,"155539,sicilian"
40478,"190476,cotton gin"
40478,"190477,cotton"
5165,"2041,island"
5165,"2301,architect"
5165,"2853,mediterranean"
5165,"6149,police"
5165,"208802,boating trip"
5722,"637,pop"
5722,"3490,pop star"
5722,"4344,musical"
5544,"254,france"
5544,"1571,return"
5544,"1605,new love"
5544,"1815,atomic bomb"
5544,"2301,architect"
5544,"4320,lover"
5544,"7460,hiroshima"
5544,"12999,black and white"
5544,"18035,family"
5544,"34094,extramarital affair"
5544,"155518,nouvelle vague"
5544,"184989,spectacle"
19128,"2887,manipulation"
19128,"10189,dr. mabuse"
14696,"233,japan"
14696,"818,based on novel"
14696,"1462,samurai"
14696,"5332,greed"
14696,"6977,bigamy"
14696,"10614,tragedy"
14696,"11004,rural setting"
14696,"162846,ghost"
14696,"194424,sengoku period"
14696,"223738,warring states period"
51515,"440,missionary"
51515,"2163,civilization"
51515,"10148,tribe"
56167,"163110,theater"
56167,"168723,latin america"
56167,"208586,acting"
4781,"5882,franco regime"
32652,"10771,wax museum"
4909,"90,paris"
4909,"254,france"
4909,"441,assassination"
4909,"782,assassin"
4909,"2052,traitor"
4909,"2708,hitman"
4909,"3098,castle"
4909,"3864,false identity"
4909,"6149,police"
4909,"7300,charles de gaulle"
4909,"9937,suspense"
4909,"18118,disguise"
4909,"197602,denunciation"
56135,"6167,engagement"
56135,"10329,wealth"
56135,"41351,will"
27115,"157351,living dead"
38348,"5202,boy"
38348,"14985,ireland"
38348,"33466,button"
35280,"7375,twin brother"
21375,"[]"
19185,"9714,remake"
19185,"10563,attack"
19185,"12377,zombie"
19185,"12394,chainsaw"
73194,"4932,farm"
73194,"156017,frontiersman"
73194,"156578,newlywed"
28257,"9016,femme fatale"
28257,"10092,mystery"
28257,"155843,black bird"
28257,"155844,sam spade"
20643,"9799,romantic comedy"
22596,"1507,clock"
22596,"154802,silent film"
36786,"155744,newspaper man"
36786,"195402,film noir"
28916,"2323,group dynamics"
28916,"173458,army life"
28916,"208693,unity"
28916,"231769,flashbacks"
27459,"14512,new york city"
27459,"14536,crime"
27459,"191889,father child relationship"
27459,"210541,apathy"
4497,"514,spain"
4497,"570,rape"
4497,"745,nun"
4497,"6150,faith"
4497,"6563,wine"
4497,"7140,devoutness"
4497,"13014,orphan"
4497,"33720,guilt"
4497,"34124,mother superior"
4497,"165470,convent"
4497,"165492,novice"
4497,"210107,vow"
4497,"211980,crying baby"
33560,"236,suicide"
33560,"237,gay"
33560,"10183,independent film"
33560,"13130,teenager"
25224,"582,san francisco"
25224,"1336,ransom"
25224,"1562,hostage"
25224,"18023,criminal mastermind"
25224,"208703,rebellious teenager"
42728,"295,library"
42728,"14512,new york city"
42728,"34117,cult film"
15371,"389,clock tower"
15371,"585,casino"
15371,"1454,treasure"
15371,"3098,castle"
15371,"6932,count"
15371,"7944,manga"
15371,"9717,based on comic"
15371,"9727,thief"
15371,"10889,counterfeit"
15371,"180996,counterfeit money"
11044,"334,flying"
11044,"1859,arizona"
11044,"1874,car dealer"
11044,"2355,american dream"
11044,"2796,self-discovery"
39983,"[]"
31526,"1192,sweden"
31526,"1704,ambassador"
31526,"2011,queen"
31526,"4263,duty"
31526,"5565,biography"
31526,"6057,peace"
31526,"9673,love"
31526,"11322,female protagonist"
31526,"11578,mobster"
31526,"41151,throne"
31526,"154794,royal court"
31526,"157194,spanish"
31526,"157337,inn"
31623,"1956,world war ii"
27601,"570,rape"
27601,"2483,nudity"
27601,"8201,satire"
27601,"9253,slapstick"
27601,"9663,sequel"
27601,"9715,superhero"
27601,"10768,lesbian"
27601,"11931,spoof"
16214,"5956,stuntman"
16214,"12396,hollywood"
5071,"394,gypsy"
5071,"2369,sinti and romanies"
5071,"7386,gypsy music"
5071,"179882,romania"
41662,"10183,independent film"
41662,"160946,expectant mother"
41662,"181232,still birth"
95015,"34100,all black cast"
95015,"189895,depiction of god"
33738,"1480,baseball"
33738,"4344,musical"
17346,"187056,woman director"
18274,"351,poison"
18274,"1003,photographer"
18274,"1196,florida"
18274,"1585,snake"
18274,"2041,island"
18274,"2517,leech"
18274,"2564,wheelchair"
18274,"2646,bird"
18274,"2763,human vs nature"
18274,"3184,alligator"
18274,"3986,spider"
18274,"4097,independence"
18274,"4168,greenhouse"
18274,"4456,frog"
18274,"5703,lizard"
18274,"6305,pollution"
18274,"6362,turtle"
18274,"14660,bird attack"
18274,"18330,nature"
18274,"33737,snake bite"
18274,"156096,butterfly"
18274,"158130,animal attack"
18274,"159743,fourth of july"
13763,"1252,suicide attempt"
13763,"3490,pop star"
13763,"10228,aspiring singer"
67217,"[]"
10498,"782,assassin"
10498,"2122,death penalty"
10498,"3440,doomed man"
10498,"3442,lethal injection"
24731,"4948,retirement"
24731,"8015,cop"
11796,"572,sex"
11796,"928,hairdresser"
11796,"5756,man-woman relation"
11796,"9736,little boy"
11796,"13072,falling in love"
31675,"5565,biography"
31675,"6079,parliament"
31675,"11001,religion"
31675,"13084,king"
31675,"189433,tyranny"
4507,"255,male nudity"
4507,"293,female nudity"
4507,"494,father son relationship"
4507,"549,prostitute"
4507,"596,adultery"
4507,"738,sexuality"
4507,"931,jealousy"
4507,"1157,wife husband relationship"
4507,"1326,infidelity"
4507,"1715,symbolism"
4507,"1849,homicide"
4507,"2983,passion"
4507,"3182,seduction"
4507,"7149,machismo"
4507,"7965,matador"
4507,"8201,satire"
4507,"10707,mother daughter relationship"
4507,"11004,rural setting"
4507,"11510,unfaithfulness"
4507,"11732,cigarette smoking"
4507,"13149,pregnancy"
4507,"15300,father daughter relationship"
4507,"33451,masturbation"
4507,"34094,extramarital affair"
4507,"41260,sensuality"
4507,"157499,mother son relationship"
4507,"167193,male model"
4507,"188991,drunkenness"
4507,"194921,sexual dysfunction"
4507,"208591,abortion"
4507,"215982,zaragoza spain"
4507,"215983,underwear manufacturer"
34847,"[]"
32303,"8029,drama"
32303,"14536,crime"
4879,"1201,austria"
4879,"1262,mountain"
4879,"1533,isolation"
4879,"6095,house"
4879,"9826,murder"
4879,"172658,isolated house"
4879,"207046,murder mystery"
24774,"156783,blizzard"
24774,"173990,dostoevsky"
41779,"187056,woman director"
61048,"3071,prince"
61048,"7376,princess"
61048,"18015,tutor"
1994,"3185,crocodile"
1994,"5572,fistfight"
1994,"33688,hunting"
1994,"156630,remote island"
1994,"156764,pre-code"
1994,"156866,based on short story"
1994,"161240,sole survivor"
1994,"183225,reef"
1994,"183239,attacked by a dog"
1994,"183240,mute villain"
1994,"199812,nobleman"
1994,"207678,human prey"
1994,"224121,big game hunter"
42814,"12193,reporter"
42814,"167241,newsroom"
42814,"176016,editor"
42814,"180093,press room"
870,"233,japan"
870,"978,broken engagement"
870,"1252,suicide attempt"
870,"1501,allegory"
870,"1605,new love"
870,"1794,yakuza"
870,"3490,pop star"
870,"4341,bunraku"
870,"9826,murder"
870,"207662,eternal love"
96255,"907,japanese"
96255,"1968,prisoners of war"
96255,"191001,war effort"
25495,"701,cuba"
25495,"156095,british secret service"
25495,"164364,vacuum cleaner"
26319,"1445,ice"
26319,"11677,secretary"
26319,"13005,doctor"
26319,"156273,critic"
26319,"174063,slip"
26319,"195623,christmas time"
45938,"738,sexuality"
45938,"2483,nudity"
45938,"2679,artist"
45938,"9840,romance"
45938,"10199,gay interest"
45938,"10329,wealth"
45938,"10776,marijuana"
45938,"11508,jewish"
45938,"13005,doctor"
45938,"15160,divorce"
45938,"209330,sociologist"
15573,"5202,boy"
15573,"5701,beef"
15573,"9656,cattle drive"
15573,"14574,rancher"
15573,"15225,cattle"
15573,"180487,schoolboy"
41059,"3450,bridge"
41059,"3878,eavesdropping"
41059,"4532,son-in-law"
41059,"18187,family reunion"
41059,"159947,parents"
41059,"160963,elderly couple"
41059,"163514,retirement home"
41059,"187261,general store"
41059,"191602,dance band"
41059,"208747,septuagenarian"
41059,"209342,ballroom"
41059,"220195,daughter–in–law"
41059,"221692,rhumba"
39871,"477,train station"
39871,"9758,deception"
39871,"9799,romantic comedy"
39871,"11109,military officer"
39871,"13008,train"
39871,"164664,marriage engagement"
39871,"171781,military academy"
39871,"198929,adult as a child"
10178,"1860,mutiny"
10178,"1956,world war ii"
10178,"2340,paranoia"
10178,"2770,war ship"
10178,"4280,mental breakdown"
10178,"4406,military court"
10178,"4410,u.s. navy"
10178,"6610,naval officer"
10178,"160855,naval"
10178,"167843,ship captain"
10178,"207449,humphrey bogart"
16391,"5950,christian"
42997,"155756,tall ship"
42997,"191585,high seas"
10734,"378,prison"
10734,"818,based on novel"
10734,"2041,island"
10734,"2161,mouse"
10734,"3859,alcatraz"
10734,"5565,biography"
10734,"5643,prison warden"
10734,"7118,escapee convict"
10734,"9772,pubic hair"
10734,"9777,escape from prison"
10734,"11587,dummy"
10734,"18128,inmate"
10734,"186727,nude fight"
10734,"208992,1960s"
10949,"516,child abuse"
10949,"3430,pickpocket"
10949,"8250,victorian england"
10949,"13014,orphan"
10949,"180975,charles dickens"
258236,"2652,nazis"
258236,"11508,jewish"
258236,"165461,march"
809,"378,prison"
809,"2343,magic"
809,"2434,liberation"
809,"2676,honeymoon"
809,"3453,parents-in-law"
809,"4152,kingdom"
809,"4158,enchantment"
809,"4159,dancing scene"
809,"4375,transformation"
809,"6187,fairy-tale figure"
435,"83,saving the world"
435,"295,library"
435,"843,cataclysm"
435,"2210,climate change"
435,"2212,greenhouse effect"
435,"2213,tornado"
435,"2214,twister"
435,"2215,hurricane"
435,"2216,hail"
435,"2218,temperature drop"
435,"2219,ice age"
435,"2220,polar zone"
435,"2221,meteorology"
435,"2222,gulfstream"
435,"2223,barrier ice"
435,"2224,ice melting"
435,"2225,third world"
435,"2226,exodus"
435,"2227,evacuation"
435,"3693,climate"
435,"6086,government"
435,"10794,snow"
435,"12670,los angeles"
435,"14760,scientist"
435,"34161,doomsday"
435,"157160,antarctic"
435,"199076,disaster movie"
4599,"242,new york"
4599,"1499,pastor"
4599,"1854,world of fasion"
4599,"2143,loss of parents"
4599,"2863,mannequin"
4599,"7024,fashion designer"
4599,"10235,family relationships"
12657,"577,black people"
12657,"898,hip-hop"
12657,"2334,nightclub"
12657,"3800,airplane"
12657,"4630,chaos"
12657,"5165,champagne"
28219,"[]"
59210,"10707,mother daughter relationship"
59210,"14720,love affair"
59210,"157799,older woman younger man relationship"
13193,"186,christianity"
13193,"237,gay"
13193,"1862,coming out"
13193,"10183,independent film"
13193,"10683,coming of age"
13193,"34333,lgbt child"
24190,"[]"
673,"334,flying"
673,"2052,traitor"
673,"2343,magic"
673,"2630,cutting the cord"
673,"3650,child hero"
673,"3872,broom"
673,"3873,sorcerer's apprentice"
673,"3884,school of witchcraft"
673,"3904,griffon"
673,"4252,black magic"
673,"4379,time travel"
673,"12392,best friend"
673,"12564,werewolf"
673,"33783,dark"
673,"33784,muggle"
673,"179430,aftercreditsstinger"
16617,"1812,fbi"
16617,"2041,island"
16617,"10714,serial killer"
16617,"14676,series of murders"
246,"233,japan"
246,"779,martial arts"
246,"1462,samurai"
246,"1936,blackmail"
246,"1938,sword"
246,"4342,geisha"
246,"9748,revenge"
246,"11221,blood"
246,"14819,violence"
2789,"378,prison"
2789,"4565,dystopia"
2789,"5144,matter of life and death"
2789,"12405,outer space"
2789,"221654,intergalactic travel"
8920,"271,competition"
8920,"2248,moderator"
8920,"8133,lasagne"
8920,"195032,garfield"
9890,"803,android"
9890,"3451,housewife"
9890,"4375,transformation"
26886,"[]"
26254,"6086,government"
26254,"177894,witch hunt"
26254,"186846,adaptation"
8193,"240,underdog"
8193,"380,brother brother relationship"
8193,"2347,idaho"
8193,"6270,high school"
8193,"6376,chat"
8193,"10183,independent film"
8193,"13130,teenager"
8193,"165137,school dance"
8193,"171556,social outcast"
8193,"179430,aftercreditsstinger"
47821,"3929,hope"
47821,"14636,india"
47821,"33485,calcutta"
47821,"207839,leper"
47821,"207840,poor people"
26142,"11612,hospital"
26142,"13005,doctor"
26142,"157959,surgery"
26142,"187056,woman director"
42122,"7464,alcoholism"
42122,"9249,backstage"
42122,"158968,gay lead character"
42122,"160224,post world war ii"
42122,"163110,theater"
42122,"183818,make up"
42122,"188991,drunkenness"
65137,"1930,kidnapping"
65137,"3306,highway"
65137,"6149,police"
65137,"7312,road trip"
65137,"9672,based on true story"
65137,"12193,reporter"
65137,"15009,criminal"
65137,"15234,convict"
27017,"2504,world war i"
27017,"4344,musical"
35151,"[]"
21544,"1919,mayor"
21544,"2669,motel"
21544,"156799,vermont"
21544,"176218,sketch artist"
21544,"187614,small town girl"
43846,"191107,andy hardy"
40894,"191192,madison avenue"
11546,"282,video game"
11546,"10391,mafia"
11546,"40957,police academy"
11546,"186450,moscow"
11546,"208260,commandant"
59427,"388,scotland"
59427,"208333,otter"
59427,"208979,hebrides"
18387,"387,california"
18387,"2956,vietnam"
18387,"5349,surfing"
18387,"6054,friendship"
18387,"6075,sport"
18387,"10683,coming of age"
18387,"11471,flash forward"
18387,"208992,1960s"
71125,"[]"
34748,"[]"
132725,"[]"
26331,"3342,yacht"
26331,"8783,scavenger hunt"
26331,"12570,whodunit"
26331,"159753,ensemble cast"
26331,"207046,murder mystery"
26331,"233380,weekend getaway"
41774,"291,circus"
41774,"931,jealousy"
41774,"7412,sin"
41774,"9673,love"
41774,"14985,ireland"
52959,"4344,musical"
52959,"12990,singing"
52959,"207583,actress"
24004,"[]"
46976,"392,england"
46976,"526,rebel"
46976,"4518,postwar period"
46976,"5808,pregnant minor"
46976,"10809,teenage girl"
17481,"155331,jewel"
17481,"196413,tower of london"
17481,"229103,chinchilla foot"
17481,"229104,playing flute"
52560,"[]"
42658,"2011,queen"
42658,"3265,trojan war"
42658,"13084,king"
42658,"14906,slave"
27118,"9401,sherlock holmes"
27118,"9663,sequel"
27118,"163175,basil rathbone"
18333,"2041,island"
18333,"2679,artist"
18333,"161534,pregnant wife"
18333,"191815,breakdown"
42345,"904,pennsylvania"
42345,"4781,miner"
42345,"164742,coal mining"
42345,"167215,coal mine"
42345,"206311,pennsylvania coal miner"
18398,"782,assassin"
18398,"168867,grocery store"
18398,"184706,electrician"
18398,"195402,film noir"
54800,"9937,suspense"
20849,"12670,los angeles"
20849,"156851,psychiatric ward"
20849,"195402,film noir"
57544,"[]"
53779,"1328,secret"
53779,"1415,small town"
53779,"9713,friends"
53779,"10911,inheritance"
53779,"13005,doctor"
53779,"160246,childhood friends"
53779,"205850,turn of the century"
16661,"154802,silent film"
80708,"15160,divorce"
76516,"[]"
33441,"803,android"
33441,"9706,anthology"
33441,"10009,robot as menace"
33441,"10891,giant robot"
33441,"11272,piloted robot"
33441,"14760,scientist"
33441,"155582,amusement park"
33441,"173137,secret lover"
33441,"210024,anime"
47819,"6086,government"
47819,"40847,near future"
47819,"155743,telethon"
21793,"4414,adventure"
21793,"187056,woman director"
21793,"223901,animated"
18712,"11400,sergeant"
18712,"161244,iwo jima"
831,"1603,extraterrestrial technology"
831,"1852,mutant"
831,"2495,georgia"
831,"3243,flying saucer"
831,"3801,space travel"
831,"4195,nobel prize laureate"
831,"4196,resettlement"
831,"9831,spaceship"
831,"9951,alien"
831,"12405,outer space"
831,"14760,scientist"
831,"155493,campy"
831,"191150,interplanetary war"
10484,"254,france"
10484,"494,father son relationship"
10484,"4320,lover"
10484,"10941,disappearance"
10484,"155294,family conflict"
37658,"131,italy"
37658,"409,africa"
37658,"6917,epic"
37658,"9673,love"
37658,"11061,debt"
37658,"13014,orphan"
26516,"14857,juvenile delinquent"
26516,"161266,teaching"
110598,"157141,vanity project"
110598,"232898,bad movies"
110598,"233061,camp classic"
44388,"[]"
10573,"570,rape"
10573,"791,mentally disabled"
10573,"1842,village life"
10573,"3725,pregnancy and birth"
10573,"5331,village"
10573,"5808,pregnant minor"
10573,"8650,unwillingly pregnant"
10573,"10941,disappearance"
10573,"158558,disabled"
113290,"[]"
26451,"6078,politics"
26451,"6149,police"
26451,"11039,giallo"
26451,"33501,political"
26451,"189402,crime investigation"
111605,"187056,woman director"
54568,"1415,small town"
54568,"188474,cosmetics"
54568,"209051,adopted son"
28571,"1505,famous score"
28571,"6038,marriage"
28571,"9673,love"
28571,"10329,wealth"
28571,"10594,money"
28571,"10911,inheritance"
28571,"168346,manhattan, new york city"
28571,"177039,embroidery"
28571,"207928,19th century"
28571,"208223,fortune"
28571,"221660,fortune hunter"
28571,"227035,white gloves"
27686,"162843,state fair"
123665,"[]"
43336,"10905,big business"
43336,"193533,vice president"
62000,"570,rape"
62000,"1415,small town"
62000,"33756,deaf"
9372,"1706,experiment"
9372,"3721,health"
9372,"7151,junk food"
9372,"15178,food industry"
9372,"157748,fast food"
9372,"161956,mcdonald's restaurant}]"
41495,"33518,district attorney"
41495,"40898,racetrack"
41495,"155502,racketeers"
41495,"195402,film noir"
52362,"100,slum"
52362,"10048,unrequited love"
52362,"10163,cancer"
662,"90,paris"
662,"563,deja vu"
662,"677,atomkrieg"
662,"822,airport"
662,"1706,experiment"
662,"2598,museum"
662,"3315,radioaktivity"
662,"3318,paris orly"
662,"3321,childhood memory"
662,"4379,time travel"
662,"10349,survival"
662,"155518,nouvelle vague"
662,"214549,short"
41799,"10229,singer"
49633,"3571,crucifixion"
49633,"6506,resurrection"
49633,"6917,epic"
49633,"154802,silent film"
43805,"4268,fort"
43805,"6174,ranger"
43805,"10322,native american"
43805,"14546,massacre"
43805,"14808,scalping"
43805,"208048,cannibalism"
43805,"208123,french and indian war"
16559,"5918,painting"
16559,"155619,attic"
44695,"2426,group sex"
44695,"6951,biker"
44695,"9571,motor sport"
44695,"10183,independent film"
31217,"233,japan"
31217,"907,japanese"
31217,"1755,fascism"
31217,"1956,world war ii"
31217,"8997,conscientious objector"
31217,"9777,escape from prison"
31217,"10794,snow"
31217,"13065,soldier"
31217,"13159,chinese"
31217,"155704,shallow grave"
31217,"188721,mandarin"
31217,"188722,ore mine"
8341,"188,buddhism"
8341,"255,male nudity"
8341,"1529,buddhist monk"
8341,"1904,life planning"
8341,"2982,leaving one's family"
8341,"4476,buddhist"
36488,"1009,baby"
36488,"2081,department store"
36488,"12541,misunderstanding"
36488,"176227,motherhood"
19414,"1992,professor"
19414,"9799,romantic comedy"
19414,"14531,play"
19414,"156273,critic"
19414,"163110,theater"
60595,"[]"
15794,"378,prison"
15794,"4654,undercover agent"
15794,"5893,mama's boy"
15794,"6259,psychopath"
15794,"10051,heist"
15794,"10562,on the run"
15794,"10950,shootout"
15794,"13008,train"
15794,"13142,gangster"
15794,"14601,explosion"
15794,"15127,killer"
15794,"18128,inmate"
15794,"157499,mother son relationship"
15794,"170212,criminal gang"
15794,"191047,prison break"
15794,"195402,film noir"
15794,"199399,infiltrate"
15794,"230960,unfaithful wife"
13188,"818,based on novel"
13188,"5332,greed"
13188,"8250,victorian england"
13188,"11436,redemption"
13188,"33966,scrooge"
13188,"33969,miser"
12651,"1956,world war ii"
12651,"2532,bomber"
12651,"3883,danger of life"
12651,"10364,mission"
12651,"13065,soldier"
886,"383,poker"
886,"395,gambling"
886,"2411,new orleans"
886,"4427,honesty"
9791,"953,guitar"
9791,"2881,jail guard"
9791,"4112,strike"
9791,"5643,prison warden"
9791,"10349,survival"
27554,"1803,drug addiction"
27554,"9673,love"
27554,"10085,betrayal"
27554,"176661,death of pet"
27554,"187544,needle"
26973,"549,prostitute"
26973,"1003,photographer"
26973,"1411,brothel"
26973,"2389,virgin"
26973,"2411,new orleans"
26973,"6025,photography"
26973,"8640,young prostitute"
26973,"11254,loss of virginity"
38582,"7671,godzilla"
38582,"12667,tokusatsu"
38582,"14544,robot"
38582,"161791,kaiju"
9542,"720,helicopter"
9542,"1583,mass murder"
9542,"1734,cop-killer"
9542,"2340,paranoia"
9542,"3306,highway"
9542,"4426,sadism"
9542,"4944,route 66"
9542,"9844,car crash"
9542,"9937,suspense"
9542,"11546,hitchhiker"
9542,"14783,false accusations"
9542,"167043,road movie"
17820,"4344,musical"
17820,"5987,grandmother granddaughter relationship"
17820,"10131,interracial relationship"
17820,"163976,reconciliation"
17820,"165870,riverboat"
17820,"165871,showboat"
17820,"165872,miscegenation"
17820,"165875,paddlewheel boat"
26175,"4147,robin hood"
26175,"190802,ivanhoe"
26175,"222340,king richard"
31146,"1599,midlife crisis"
31146,"5721,engineer"
31146,"11678,free spirit"
31146,"156104,stranger"
20506,"[]"
37696,"[]"
136,"291,circus"
136,"604,dwarves"
136,"1326,infidelity"
136,"2013,attempted murder"
136,"3199,clown"
136,"3258,beauty"
136,"5786,siamese twins"
136,"9748,revenge"
136,"11487,midnight movie"
136,"156578,newlywed"
136,"157912,bigotry"
136,"162735,disability"
136,"163075,sideshow"
136,"171826,told in flashback"
136,"172497,speech impediment"
136,"180181,trapeze artist"
136,"184807,stutterer"
136,"215217,armless woman"
136,"229440,midgets"
136,"235594,bareback rider"
136,"235595,legless man"
136,"235596,poisoned drink"
136,"235597,pseudo-hermaphrodite"
136,"235598,bearded lady"
136,"235599,microcephalics"
136,"235600,controversial film"
136,"235601,human skeleton"
47653,"1317,card game"
47653,"1946,restaurant"
47653,"2356,immigrant"
47653,"4721,violin"
47653,"9727,thief"
47653,"10294,coin"
47653,"11430,punched in the face"
47653,"40950,waiter"
47653,"154802,silent film"
47653,"177449,tip"
47653,"177571,playing cards"
47653,"207592,piano"
10970,"776,screenplay"
10970,"5956,stuntman"
10970,"9253,slapstick"
10970,"10897,mime"
10970,"12396,hollywood"
10970,"154802,silent film"
28162,"290,angel"
28162,"392,england"
28162,"1956,world war ii"
28162,"3012,court case"
28162,"3797,bicycle"
28162,"4116,heaven"
28162,"11285,reference to hitler"
42812,"41599,sailor"
28159,"5155,bat"
28159,"156318,bats"
20676,"1568,undercover"
20676,"5340,investigation"
20676,"6091,war"
20676,"6149,police"
20676,"9826,murder"
20676,"14964,drug"
20676,"199399,infiltrate"
20676,"207268,neo-noir"
3019,"212,london england"
3019,"848,double life"
3019,"156033,jekyll and hyde"
29353,"1010,bar"
29353,"3202,con man"
29353,"33344,bandit"
17761,"1860,mutiny"
17761,"3800,airplane"
17761,"180797,navigator"
20277,"158222,great dane"
20277,"177995,dachshund"
10204,"90,paris"
10204,"212,london england"
10204,"242,new york"
10204,"385,jules verne"
10204,"582,san francisco"
10204,"1847,istanbul"
10204,"3497,hot air balloon"
10204,"5973,journey round the world"
3515,"236,suicide"
3515,"570,rape"
3515,"9748,revenge"
9472,"240,underdog"
9472,"271,competition"
9472,"974,bank"
9472,"1010,bar"
9472,"2283,ball"
9472,"2920,cheerleader"
9472,"3429,diet"
9472,"4183,wife"
9472,"6075,sport"
9472,"6269,gymnasium"
9472,"7864,pleite"
9472,"8679,fitness-studio"
9472,"9673,love"
9472,"11014,mail order bride"
9472,"11672,cheerleading"
9472,"12988,pirate"
9472,"179430,aftercreditsstinger"
9472,"179431,duringcreditsstinger"
594,"242,new york"
594,"822,airport"
594,"1459,marriage proposal"
594,"1638,translation"
594,"1846,craftsman"
594,"2080,stewardess"
594,"2173,illegal immigration"
594,"2568,language barrier"
594,"3013,jfk international airport"
594,"3014,immigration law"
594,"3015,fast food restaurant"
594,"3016,security camera"
594,"3017,jazz musician"
594,"3018,saxophonist"
594,"3019,autograph"
594,"3022,passport"
594,"3023,eastern europe"
594,"6054,friendship"
8981,"388,scotland"
8981,"494,father son relationship"
8981,"641,single parent"
8981,"1872,loss of father"
8981,"2299,violent father"
8981,"3344,letter"
8981,"3799,ship"
8981,"5905,father"
8981,"9736,little boy"
8981,"10183,independent film"
8981,"33756,deaf"
8981,"187056,woman director"
12153,"1568,undercover"
12153,"1812,fbi"
12153,"11860,fish out of water"
12153,"165282,high society"
12153,"167316,buddy cop"
12153,"201554,crossdressing"
1944,"966,beach"
1944,"1326,infidelity"
1944,"3096,book"
1944,"3487,assistant"
1944,"6139,innocence"
1944,"10183,independent film"
1944,"10818,author"
1944,"13028,writer"
1944,"13088,summer"
11036,"493,poem"
11036,"1261,river"
11036,"1647,sadness"
11036,"1721,fight"
11036,"2038,love of one's life"
11036,"2689,dementia"
11036,"6069,class"
11036,"7879,secret love"
11036,"14708,tears"
11036,"15224,candle"
11036,"68648,mailbox"
1997,"380,brother brother relationship"
1997,"963,loss of brother"
1997,"2960,cambodia"
1997,"3713,chase"
1997,"4809,tiger"
1997,"5744,governor"
1997,"9920,royalty"
1997,"41585,travelling circus"
1997,"41586,archaeologist"
15237,"4344,musical"
15237,"5565,biography"
15237,"12396,hollywood"
15237,"163110,theater"
205481,"[]"
11572,"3124,cloud"
11572,"3704,plant"
11572,"10987,cgi"
11572,"156240,mortal danger"
11572,"156241,dying world"
11572,"156243,high priest"
11572,"156245,mysterious force"
19096,"6895,philippines"
72096,"[]"
11939,"2735,veterinarian"
11939,"4344,musical"
11939,"9016,femme fatale"
11939,"190797,marx brothers"
47555,"1956,world war ii"
47555,"2533,fighter pilot"
